chr1	1	1000000
chr1	100001	1100000
chr1	200001	1200000
chr1	300001	1300000
chr1	400001	1400000
chr1	500001	1500000
chr1	600001	1600000
chr1	700001	1700000
chr1	800001	1800000
chr1	900001	1900000
chr1	1000001	2000000
chr1	1100001	2100000
chr1	1200001	2200000
chr1	1300001	2300000
chr1	1400001	2400000
chr1	1500001	2500000
chr1	1600001	2600000
chr1	1700001	2700000
chr1	1800001	2800000
chr1	1900001	2900000
chr1	2000001	3000000
chr1	2100001	3100000
chr1	2200001	3200000
chr1	2300001	3300000
chr1	2400001	3400000
chr1	2500001	3500000
chr1	2600001	3600000
chr1	2700001	3700000
chr1	2800001	3800000
chr1	84300001	85300000
chr1	84400001	85400000
chr1	84500001	85500000
chr1	84600001	85600000
chr1	84700001	85700000
chr1	84800001	85800000
chr1	84900001	85900000
chr1	85000001	86000000
chr1	85100001	86100000
chr1	85200001	86200000
chr1	85300001	86300000
chr1	85400001	86400000
chr1	85500001	86500000
chr1	85600001	86600000
chr1	85700001	86700000
chr1	85800001	86800000
chr1	85900001	86900000
chr1	86000001	87000000
chr1	86100001	87100000
chr1	86200001	87200000
chr1	86300001	87300000
chr1	86400001	87400000
chr1	86500001	87500000
chr1	86600001	87600000
chr1	86700001	87700000
chr1	86800001	87800000
chr1	86900001	87900000
chr1	87000001	88000000
chr1	87100001	88100000
chr1	87200001	88200000
chr1	184100001	185100000
chr1	184200001	185200000
chr1	184300001	185300000
chr1	184400001	185400000
chr1	184500001	185500000
chr1	184600001	185600000
chr1	184700001	185700000
chr1	184800001	185800000
chr1	184900001	185900000
chr1	185000001	186000000
chr1	185100001	186100000
chr1	197000001	197195432
chr1	197100001	197195432
chr2	1	1000000
chr2	100001	1100000
chr2	200001	1200000
chr2	300001	1300000
chr2	400001	1400000
chr2	500001	1500000
chr2	600001	1600000
chr2	700001	1700000
chr2	800001	1800000
chr2	900001	1900000
chr2	1000001	2000000
chr2	1100001	2100000
chr2	1200001	2200000
chr2	1300001	2300000
chr2	1400001	2400000
chr2	1500001	2500000
chr2	1600001	2600000
chr2	1700001	2700000
chr2	1800001	2800000
chr2	1900001	2900000
chr2	2000001	3000000
chr2	2100001	3100000
chr2	2200001	3200000
chr2	2300001	3300000
chr2	2400001	3400000
chr2	2500001	3500000
chr2	2600001	3600000
chr2	2700001	3700000
chr2	2800001	3800000
chr2	89200001	90200000
chr2	89300001	90300000
chr2	89400001	90400000
chr2	89500001	90500000
chr2	89600001	90600000
chr2	89700001	90700000
chr2	89800001	90800000
chr2	89900001	90900000
chr2	90000001	91000000
chr2	99500001	100500000
chr2	99600001	100600000
chr2	99700001	100700000
chr2	99800001	100800000
chr2	99900001	100900000
chr2	100000001	101000000
chr2	100100001	101100000
chr2	100200001	101200000
chr2	100300001	101300000
chr2	100400001	101400000
chr2	150200001	151200000
chr2	150300001	151300000
chr2	150400001	151400000
chr2	150500001	151500000
chr2	150600001	151600000
chr2	150700001	151700000
chr2	150800001	151800000
chr2	150900001	151900000
chr2	174100001	175100000
chr2	174200001	175200000
chr2	174300001	175300000
chr2	174400001	175400000
chr2	174500001	175500000
chr2	174600001	175600000
chr2	174700001	175700000
chr2	174800001	175800000
chr2	174900001	175900000
chr2	175000001	176000000
chr2	175100001	176100000
chr2	175200001	176200000
chr2	175300001	176300000
chr2	175400001	176400000
chr2	175500001	176500000
chr2	175600001	176600000
chr2	175700001	176700000
chr2	175800001	176800000
chr2	175900001	176900000
chr2	176000001	177000000
chr2	176100001	177100000
chr2	176200001	177200000
chr2	176300001	177300000
chr2	176400001	177400000
chr2	176500001	177500000
chr2	176600001	177600000
chr2	176700001	177700000
chr2	176800001	177800000
chr2	176900001	177900000
chr2	177000001	178000000
chr2	177100001	178100000
chr2	177200001	178200000
chr2	177300001	178300000
chr2	177400001	178400000
chr3	1	1000000
chr3	100001	1100000
chr3	200001	1200000
chr3	300001	1300000
chr3	400001	1400000
chr3	500001	1500000
chr3	600001	1600000
chr3	700001	1700000
chr3	800001	1800000
chr3	900001	1900000
chr3	1000001	2000000
chr3	1100001	2100000
chr3	1200001	2200000
chr3	1300001	2300000
chr3	1400001	2400000
chr3	1500001	2500000
chr3	1600001	2600000
chr3	1700001	2700000
chr3	1800001	2800000
chr3	1900001	2900000
chr3	2000001	3000000
chr3	2100001	3100000
chr3	2200001	3200000
chr3	2300001	3300000
chr3	2400001	3400000
chr3	2500001	3500000
chr3	2600001	3600000
chr3	2700001	3700000
chr3	2800001	3800000
chr3	14900001	15900000
chr3	15000001	16000000
chr3	15200001	16200000
chr3	15300001	16300000
chr3	92800001	93800000
chr3	92900001	93900000
chr3	93000001	94000000
chr3	93100001	94100000
chr3	93200001	94200000
chr3	93300001	94300000
chr3	93400001	94400000
chr3	93500001	94500000
chr3	93600001	94600000
chr3	93700001	94700000
chr3	97900001	98900000
chr3	98000001	99000000
chr3	98100001	99100000
chr3	98200001	99200000
chr3	112200001	113200000
chr3	112300001	113300000
chr3	112400001	113400000
chr3	112500001	113500000
chr3	112600001	113600000
chr3	112700001	113700000
chr3	112800001	113800000
chr3	112900001	113900000
chr3	113000001	114000000
chr4	1	1000000
chr4	100001	1100000
chr4	200001	1200000
chr4	300001	1300000
chr4	400001	1400000
chr4	500001	1500000
chr4	600001	1600000
chr4	700001	1700000
chr4	800001	1800000
chr4	900001	1900000
chr4	1000001	2000000
chr4	1100001	2100000
chr4	1200001	2200000
chr4	1300001	2300000
chr4	1400001	2400000
chr4	1500001	2500000
chr4	1600001	2600000
chr4	1700001	2700000
chr4	1800001	2800000
chr4	1900001	2900000
chr4	2000001	3000000
chr4	2100001	3100000
chr4	2200001	3200000
chr4	2300001	3300000
chr4	2400001	3400000
chr4	2500001	3500000
chr4	2600001	3600000
chr4	2700001	3700000
chr4	2800001	3800000
chr4	2900001	3900000
chr4	3000001	4000000
chr4	30600001	31600000
chr4	30700001	31700000
chr4	30800001	31800000
chr4	30900001	31900000
chr4	31000001	32000000
chr4	31100001	32100000
chr4	31200001	32200000
chr4	31300001	32300000
chr4	31400001	32400000
chr4	41000001	42000000
chr4	41100001	42100000
chr4	41200001	42200000
chr4	41300001	42300000
chr4	41400001	42400000
chr4	41500001	42500000
chr4	41600001	42600000
chr4	41700001	42700000
chr4	41800001	42800000
chr4	41900001	42900000
chr4	42000001	43000000
chr4	42100001	43100000
chr4	42200001	43200000
chr4	42300001	43300000
chr4	42400001	43400000
chr4	42500001	43500000
chr4	42600001	43600000
chr4	59400001	60400000
chr4	59500001	60500000
chr4	59600001	60600000
chr4	59700001	60700000
chr4	59800001	60800000
chr4	59900001	60900000
chr4	60000001	61000000
chr4	60100001	61100000
chr4	60200001	61200000
chr4	60300001	61300000
chr4	60400001	61400000
chr4	60500001	61500000
chr4	60600001	61600000
chr4	60700001	61700000
chr4	60800001	61800000
chr4	60900001	61900000
chr4	61000001	62000000
chr4	61100001	62100000
chr4	61200001	62200000
chr4	61300001	62300000
chr4	72600001	73600000
chr4	72700001	73700000
chr4	72800001	73800000
chr4	120600001	121600000
chr4	120700001	121700000
chr4	120800001	121800000
chr4	120900001	121900000
chr4	121000001	122000000
chr4	121100001	122100000
chr4	121200001	122200000
chr4	121300001	122300000
chr4	121400001	122400000
chr4	121500001	122500000
chr4	121600001	122600000
chr4	121700001	122700000
chr4	121800001	122800000
chr4	121900001	122900000
chr4	122000001	123000000
chr4	142800001	143800000
chr4	142900001	143900000
chr4	143000001	144000000
chr4	143100001	144100000
chr4	144400001	145400000
chr4	144500001	145500000
chr4	144600001	145600000
chr4	144700001	145700000
chr4	144800001	145800000
chr4	144900001	145900000
chr4	145000001	146000000
chr4	145100001	146100000
chr4	145200001	146200000
chr4	145300001	146300000
chr4	145400001	146400000
chr4	145500001	146500000
chr4	145600001	146600000
chr4	145700001	146700000
chr4	145800001	146800000
chr4	145900001	146900000
chr4	146000001	147000000
chr4	146100001	147100000
chr4	146200001	147200000
chr4	146300001	147300000
chr4	146400001	147400000
chr4	146500001	147500000
chr4	146600001	147600000
chr4	155500001	155630120
chr4	155600001	155630120
chr5	1	1000000
chr5	100001	1100000
chr5	200001	1200000
chr5	300001	1300000
chr5	400001	1400000
chr5	500001	1500000
chr5	600001	1600000
chr5	700001	1700000
chr5	800001	1800000
chr5	900001	1900000
chr5	1000001	2000000
chr5	1100001	2100000
chr5	1200001	2200000
chr5	1300001	2300000
chr5	1400001	2400000
chr5	1500001	2500000
chr5	1600001	2600000
chr5	1700001	2700000
chr5	1800001	2800000
chr5	1900001	2900000
chr5	2000001	3000000
chr5	2100001	3100000
chr5	2200001	3200000
chr5	2300001	3300000
chr5	2400001	3400000
chr5	2500001	3500000
chr5	2600001	3600000
chr5	2700001	3700000
